oID,dID,oParent,oName,oDescription,oBody,oLink,oSubLink,isPublic,isDeleted
48,3,0,"JM_ForkLifts","Fork Lifts and Pallet Jacks","<body>
<p align=""center"">The following vendors offer fork lift and pallet jack discounts to Johns Manville Pinnacle and Summit Contractors. <br>
Please click on the links below to view the details of each program. </p>
<p align=""center""><a href=""http://distributorssolutions.com/?pageid=64"">Crown</a> / <a href=""http://distributorssolutions.com/?pageid=38"">Nissan</a></a></p>
</body>
</html>","",0,1,0
117,7,0,"WSWA_AutoParts","Auto Parts","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/NAPA.png""> </div></td>
  <td width=""10""> </td>
  <td align=""justify""><strong>Program Details <br>
</strong>NAPA, the automotive parts leader for nearly 80 years, offers WSWA Wholesalers deeply discounted automotive parts* and rebate incentives to keep your fleet running properly and your expenses to a minimum. As a WSWA Wholesaler, you now have national account access to NAPA's 6,000+ NAPA Auto Parts Stores nationwide (<a href=""http://www.napaonline.com//Locator/Default.aspx"">please click here </a>to find a store near you), 375,000+ quality parts and accessories for automotive, light and heavy duty trucks (one ton+), and industrial applications, as well as a unique computerized inventory control system to help you find the exact part that you need. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>Access to NAPA's most aggressive national account pricing available to the public.* </li>
  <li>WSWA Wholesalers spending $7,500 or more per quarter on NAPA merchandise (excluding tools, equipment, oil, grease, Freon and non NAPA merchandise) will receive a 2% cash back rebate, at the end of the respective quarter. </li>
</ul>
<strong>How to Use the Program </strong></p>
<ul>
  <li>If you are a current NAPA customer:
    <ul>
      <li>Please communicate your NAPA account number and the NAPA store address you purchase from to: <br>
        Jon Wormsley <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">E </span><a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a><br>
  Jon will work with your local NAPA Wholesaler Manager to move your account to the DSI pricing for WSWA Wholesalers* </li>
    </ul>
  </li>
</ul>
<ul>
  <li>If you are not a current NAPA customer: </li>
  <ul>
    <li>Please download and bring the following two documents to your local store: </li>
    <ul>
      <li><a href=""/dl/NAPA%20Bulletin%2010-050%20for%20Web.pdf"">NAPA Bulletin #10-050 </a>??? Please print the bulletin, announcing DSI's national account program available to all WSWA Wholesalers, and take it to your local dealer who will need to refer to this bulletin in order to activate your account with the correct pricing. </li>
      <li><a href=""/dl/DSI%20NAPA%20Credit%20Application.pdf"">NAPA 's National Account Application</a> - Please complete the application in advance of visiting your local dealer. </li>
    </ul>
  </ul>
</ul>
<p>For further program information, please contact: </p>
<p>Jon Wormsley, DSI Director of Business Development <br>
<span class=""style19"">T</span>303-277-5725 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com </a></p>
<p>*DSI has negotiated pricing profile #9075 for all WSWA Wholesalers; this is NAPA's most aggressive national account pricing available to the public. However, as pricing #9075 applies to thousands of parts, there may be some parts for which you have already negotiated, or have access to, lower pricing. In these instances, you will retain your lower pricing but still benefit from pricing #9075 in that it will provide a ceiling price on all other qualified purchases. Ask your Wholesale Manager to review your account and determine if pricing #9075 should apply to all qualified purchases or if there are certain items that may be further reduced. </p></a>
</ul>
<br />
     </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
118,7,0,"WSWA_WorkBoots","Work Boots","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/TimberlandPRO.png"" width=""300"" height=""300"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br>
</strong>The Timberland Company has built its reputation on dedication to quality, craftsmanship, and innovation. To build the Timberland brand, in 1999 Timberland launched the PRO Series ??? driven by on-the-job needs and specifically designed for those who work in the most demanding environments. With WSWA Wholesaler employee needs in mind, Timberland PRO has extended reduced pricing on its comfortable, durable, and protective footwear to all WSWA Wholesalers. </p>
<p>Specific PRO lines, such as Five Star Slip Resistance, Endurance, Thermal Force and the many steel and safety toe variations are engineered especially for those who spend long hours working on their feet and offer needed protection in labor-intensive environments. </p>
<p>Please <a href=""http://www.myvirtualpaper.com/doc/TimberlandCatalog/pro_fall2010catalog_b2b-opt/2010052701/?key=d9192b25053075befbe700297e15812d "">click here</a> to view Timberland's Online Virtual Catalog and learn more about the PRO work boot styles available to all WSWA Wholesalers. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>22% discount off Manufacturer's Suggested Retail Price (???MSRP???) </li>
  <li>Savings are available to WSWA Wholesaler employees, friends and family </li>
  <li>Free standard shipping, including returns if necessary </li>
  <li>A customized purchasing website developed specific to your company's needs; features such as subsidy allocations and payroll deductions can be established at your request <br>
    <em>*Please note, this program is only available via Timberland PRO's website and not through retail locations </em></li>
  <li>As purchasing is only available online, Timberland PRO sales agents are available to host large group fittings at your location </li>
</ul>
<p><strong>How to Use the Program <br>
</strong>Please contact the following Industrial Sales Manager with Timberland: </p>
<p>Mike Tousignant <br>
<span class=""style19"">T</span> 603-892-1897 <span class=""style19"">E</span> <a href=""mailto:mtousignant@timberland.com"">mtousignant@timberland.com </a></p>
<p>Mike will work with your company's purchasing point of contact to: </p>
<ul>
  <li>Complete a company credit application </li>
  <li>Gather company preferences regarding work boot styles to offer employees, subsidy allocations, payroll deductions, invoicing needs, etc. </li>
</ul>
<p>Once this information is gathered and the credit application is approved, your company may begin purchasing Timberland Pro work boots via the website within 10 business days. You will be notified when your account is active. </p><br />
      </span></div></td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
119,3,0,"JM_WorkBoots","Work Boots","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/TimberlandPRO.png"" width=""300"" height=""300"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br>
</strong>The Timberland Company has built its reputation on dedication to quality, craftsmanship, and innovation. To build the Timberland brand, in 1999 Timberland launched the PRO Series ??? driven by on-the-job needs and specifically designed for those who work in the most demanding environments. With Johns Manville Pinnacle and Summit Contractor employee needs in mind, Timberland PRO has extended reduced pricing on its comfortable, durable, and protective footwear to all Johns Manville Pinnacle and Summit Contractors. </p>
<p>Specific PRO lines, such as Five Star Slip Resistance, Endurance, Thermal Force and the many steel and safety toe variations are engineered especially for those who spend long hours working on their feet and offer needed protection in labor-intensive environments. </p>
<p>Please <a href=""http://www.myvirtualpaper.com/doc/TimberlandCatalog/pro_fall2010catalog_b2b-opt/2010052701/?key=d9192b25053075befbe700297e15812d "">click here</a> to view Timberland's Online Virtual Catalog and learn more about the PRO work boot styles available to all Johns Manville Pinnacle and Summit Contractors. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>22% discount off Manufacturer's Suggested Retail Price (???MSRP???) </li>
  <li>Savings are available to Johns Manville Pinnacle and Summit Contractor employees, friends and family </li>
  <li>Free standard shipping, including returns if necessary </li>
  <li>A customized purchasing website developed specific to your company's needs; features such as subsidy allocations and payroll deductions can be established at your request <br>
    <em>*Please note, this program is only available via Timberland PRO's website and not through retail locations </em></li>
  <li>As purchasing is only available online, Timberland PRO sales agents are available to host large group fittings at your location </li>
</ul>
<p><strong>How to Use the Program <br>
</strong>Please contact the following Industrial Sales Manager with Timberland: </p>
<p>Mike Tousignant <br>
<span class=""style19"">T</span> 603-892-1897 <span class=""style19"">E</span> <a href=""mailto:mtousignant@timberland.com"">mtousignant@timberland.com </a></p>
<p>Mike will work with your company's purchasing point of contact to: </p>
<ul>
  <li>Complete a company credit application </li>
  <li>Gather company preferences regarding work boot styles to offer employees, subsidy allocations, payroll deductions, invoicing needs, etc. </li>
</ul>
<p>Once this information is gathered and the credit application is approved, your company may begin purchasing Timberland Pro work boots via the website within 10 business days. You will be notified when your account is active. </p><br />
      </span></div></td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Anne Drolet, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3247 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:adrolet@dsi-mail.com"">adrolet@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
120,2,0,"NS_WorkBoots","Work Boots","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/TimberlandPRO.png"" width=""300"" height=""300"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br>
</strong>The Timberland Company has built its reputation on dedication to quality, craftsmanship, and innovation. To build the Timberland brand, in 1999 Timberland launched the PRO Series ??? driven by on-the-job needs and specifically designed for those who work in the most demanding environments. With Network Services Distributor employee needs in mind, Timberland PRO has extended reduced pricing on its comfortable, durable, and protective footwear to all Network Services Distributors. </p>
<p>Specific PRO lines, such as Five Star Slip Resistance, Endurance, Thermal Force and the many steel and safety toe variations are engineered especially for those who spend long hours working on their feet and offer needed protection in labor-intensive environments. </p>
<p>Please <a href=""http://www.myvirtualpaper.com/doc/TimberlandCatalog/pro_fall2010catalog_b2b-opt/2010052701/?key=d9192b25053075befbe700297e15812d "">click here</a> to view Timberland's Online Virtual Catalog and learn more about the PRO work boot styles available to all Network Services Distributors. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>22% discount off Manufacturer's Suggested Retail Price (???MSRP???) </li>
  <li>Savings are available to Network Services Distributor employees, friends and family </li>
  <li>Free standard shipping, including returns if necessary </li>
  <li>A customized purchasing website developed specific to your company's needs; features such as subsidy allocations and payroll deductions can be established at your request <br>
    <em>*Please note, this program is only available via Timberland PRO's website and not through retail locations </em></li>
  <li>As purchasing is only available online, Timberland PRO sales agents are available to host large group fittings at your location </li>
</ul>
<p><strong>How to Use the Program <br>
</strong>Please contact the following Industrial Sales Manager with Timberland: </p>
<p>Mike Tousignant <br>
<span class=""style19"">T</span> 603-892-1897 <span class=""style19"">E</span> <a href=""mailto:mtousignant@timberland.com"">mtousignant@timberland.com </a></p>
<p>Mike will work with your company's purchasing point of contact to: </p>
<ul>
  <li>Complete a company credit application </li>
  <li>Gather company preferences regarding work boot styles to offer employees, subsidy allocations, payroll deductions, invoicing needs, etc. </li>
</ul>
<p>Once this information is gathered and the credit application is approved, your company may begin purchasing Timberland Pro work boots via the website within 10 business days. You will be notified when your account is active. </p><br />
      </span></div></td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Anne Drolet, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3247 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:adrolet@dsi-mail.com"">adrolet@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
121,1,0,"MC_WorkBoots","Work Boots","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/TimberlandPRO.png"" width=""300"" height=""300"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br>
</strong>The Timberland Company has built its reputation on dedication to quality, craftsmanship, and innovation. To build the Timberland brand, in 1999 Timberland launched the PRO Series ??? driven by on-the-job needs and specifically designed for those who work in the most demanding environments. With MillerCoors Distributor employee needs in mind, Timberland PRO has extended reduced pricing on its comfortable, durable, and protective footwear to all MillerCoors Distributors. </p>
<p>Specific PRO lines, such as Five Star Slip Resistance, Endurance, Thermal Force and the many steel and safety toe variations are engineered especially for those who spend long hours working on their feet and offer needed protection in labor-intensive environments. </p>
<p>Please <a href=""http://www.myvirtualpaper.com/doc/TimberlandCatalog/pro_fall2010catalog_b2b-opt/2010052701/?key=d9192b25053075befbe700297e15812d "">click here</a> to view Timberland's Online Virtual Catalog and learn more about the PRO work boot styles available to all MillerCoors Distributors. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>22% discount off Manufacturer's Suggested Retail Price (???MSRP???) </li>
  <li>Savings are available to MillerCoors Distributor employees, friends and family </li>
  <li>Free standard shipping, including returns if necessary </li>
  <li>A customized purchasing website developed specific to your company's needs; features such as subsidy allocations and payroll deductions can be established at your request <br>
    <em>*Please note, this program is only available via Timberland PRO's website and not through retail locations </em></li>
  <li>As purchasing is only available online, Timberland PRO sales agents are available to host large group fittings at your location </li>
</ul>
<p><strong>How to Use the Program <br>
</strong>Please contact the following Industrial Sales Manager with Timberland: </p>
<p>Mike Tousignant <br>
<span class=""style19"">T</span> 603-892-1897 <span class=""style19"">E</span> <a href=""mailto:mtousignant@timberland.com"">mtousignant@timberland.com </a></p>
<p>Mike will work with your company's purchasing point of contact to: </p>
<ul>
  <li>Complete a company credit application </li>
  <li>Gather company preferences regarding work boot styles to offer employees, subsidy allocations, payroll deductions, invoicing needs, etc. </li>
</ul>
<p>Once this information is gathered and the credit application is approved, your company may begin purchasing Timberland Pro work boots via the website within 10 business days. You will be notified when your account is active. </p><br />
      </span></div></td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
122,7,0,"WSWA_ForkLifts","Fork Lifts and Pallet Jacks","<body>
<p align=""center"">The following vendors offer fork lift and pallet jack discounts to the WSWA Wholesalers<br>
Please click on the links below to view the details of each program. </p>
<p align=""center""><a href=""http://distributorssolutions.com/?pageid=97"">Caterpillar</a> / <a href=""http://distributorssolutions.com/?pageid=98"">Crown</a> / <a href=""http://distributorssolutions.com/?pageid=104"">Nissan / <a href=""http://distributorssolutions.com/?pageid=99"">Hyster/ <a href=""http://distributorssolutions.com/?pageid=100"">Yale</a></a></p>
</body>
</html>","",0,1,0
123,1,0,"MC_CustomsBrokerage","Customs Brokerage","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/TA_Logo.png""> </div></td>
  <td width=""10""> </td>
  <td align=""justify""><strong>Program Details <br>
</strong>Trans American CHB, Inc. (""T.A."") is a total logistics provider committed to helping MillerCoors Distributors with wine and spirits businesses navigate through customs more cost effectively. Unlike traditional Customs brokers, T.A. specializes in services to moderate and high volume shippers. As a MillerCoors Distributor, irrelevant of your shipping volume, you will be able to take advantage of pricing and services offered to some of the largest distributors in the industry. </p>
<p>Since 1982 Trans American has pioneered new products and services through innovative processes and new technologies to deliver the many <a href=""http://distributorssolutions.com/dl/TA%20Advantages%20110310.pdf"">Trans American Advantages???</a>  that have contributed to solid profitable growth. T.A. ranks in the top 20 U.S. Customs brokers (in terms of annual Entry filings) and maintains a Customs ABI compliance rating of 99.9%. </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>Flat Rate Fee ??? Inclusive of customs, FDA and other Government agency releases, FDA Prior Notice, and ISF (10+2) filings. <a href=""http://distributorssolutions.com/dl/TA%20Pricing_110210.pdf"">Click here</a> to view pricing for Mexico Border, Canada Border and Ocean and Air RLF Clearance</li>
  <li>Single Source Contact ??? One contact dedicated to all of your customs business </li>
  <li>Consolidated Billing ??? Single consolidated electronic billing at client-specific frequency for all services</li>
  <li>EDI Flow of Data ??? Live data uploads to your system throughout the day to provide instant updates on carrier deliveries and potential delays</li>
  <li>Demurrage Protection GUARANTEE ??? Based on a pre-set service protocol, T.A. accepts full responsibility for any demurrage charges even with client selected in-land carrier (rail or truck)</li>
  <li>24/7 10 Minute Service GURARANTEE ??? Speak to a live person (with the required experience and authority) 24/7 to obtain urgent information or issue special instructions</li>
</ul>
<p><a href=""http://distributorssolutions.com/dl/TransAmerican%20Benefits%20and%20Services_083010.pdf"">Click here</a>  for a summary of Trans American's benefits and services. </p>
<p><strong>How to Use the Program <br>
</strong>To learn more about Trans American's custom brokerage solutions, please contact: </p>
<p>Mark McGovern, Vice President <br>
<span class=""style19"">T</span> 305-599-9974 <span class=""style19"">E</span> <a href=""mailto:mmcgovern@tacustoms.com"">mmcgovern@tacustoms.com</a>. 
</ul>
<br />
    
<br />
     </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
124,7,0,"WSWA_CustomsBrokerage","Customs Brokerage","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/TA_Logo.png""> </div></td>
  <td width=""10""> </td>
  <td align=""justify""><strong>Program Details <br>
</strong>Trans American CHB, Inc. (""T.A."") is a total logistics provider committed to helping WSWA Wholesalers navigate through customs more cost effectively.  Unlike traditional Customs brokers, T.A. specializes in services to moderate and high volume shippers.  As a WSWA Wholesaler, irrelevant of your shipping volume, you will be able to take advantage of pricing and services offered to some of the largest Wholesalers in the industry.  </p>
<p>Since 1982 Trans American has pioneered new products and services through innovative processes and new technologies to deliver the many <a href=""http://distributorssolutions.com/dl/TA%20Advantages%20110310.pdf"">Trans American Advantages???</a> that have contributed to solid profitable growth. T.A. ranks in the top 20 U.S. Customs brokers (in terms of annual Entry filings) and maintains a Customs ABI compliance rating of 99.9%.  </p>
<p><strong>Benefits </strong></p>
<ul>
  <li>Flat Rate Fee ??? Inclusive of customs, FDA and other Government agency releases, FDA Prior Notice, and ISF (10+2) filings. <a href=""http://distributorssolutions.com/dl/TA%20Pricing_110210.pdf"">Click here</a> to view pricing for Mexico Border, Canada Border and Ocean and Air RLF Clearance</li>
  <li>Single Source Contact ??? One contact dedicated to all of your customs business </li>
  <li>Consolidated Billing ??? Single consolidated electronic billing at client-specific frequency for all services</li>
  <li>EDI Flow of Data ??? Live data uploads to your system throughout the day to provide instant updates on carrier deliveries and potential delays</li>
  <li>Demurrage Protection GUARANTEE ??? Based on a pre-set service protocol, T.A. accepts full responsibility for any demurrage charges even with client selected in-land carrier (rail or truck)</li>
  <li>24/7 10 Minute Service GURARANTEE ??? Speak to a live person (with the required experience and authority) 24/7 to obtain urgent information or issue special instructions</li>
</ul>
<p><a href=""http://distributorssolutions.com/dl/TransAmerican%20Benefits%20and%20Services_083010.pdf"">Click here</a>  for a summary of Trans American's benefits and services. </p>
<p><strong>How to Use the Program <br>
</strong>To learn more about Trans American's custom brokerage solutions, please contact: </p>
<p>Mark McGovern, Vice President <br>
<span class=""style19"">T</span> 305-599-9974 <span class=""style19"">E</span> <a href=""mailto:mmcgovern@tacustoms.com"">mmcgovern@tacustoms.com</a>. 
</ul>
<br />
    
<br />
     </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5735 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>
</center>","",0,1,0
125,2,0,"NS_LiabilityInsurance","Liability Insurance","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><div align=""left""><img src=""images/AIBD.png""> </div></td>
  <td width=""10""> </td>
  <td align=""justify""><strong>Program Details <br>
</strong>The Coca-Cola Bottlers' Association (""CCBA"") has been providing low cost liability insurance to its members for over 50 years. In that time, CCBA has saved the Coke bottlers millions of dollars by stabilizing premiums through hard and soft markets and by the sharing profits back to bottlers through premium credits. </p>
<p>By way of a CCBA subsidiary called The Association of Independent Beverage Distributors (""AIBD""), the liability insurance programs have been extended to all Network Services Distributors. Available coverages include, Workers' Compensation, General Liability, Products Liability, Auto Liability and Physical Damage, Management Liability (D&O, EPL, Fiduciary and Crime), Umbrella, and Property. These programs are tailored to the specific needs of privately owned distributors and the policies written reflect these endorsements. </p>
<p><a href=""/dl/Liability Insurance Presentation NSC 021111.pps"">Click here</a> to view the AIBD liability program presentation. </p>
<p><strong>Benefits</strong></p>
<ul>
  <li>20+ Coke Bottlers participating in all lines (60+ participating in products liability) </li>
  <li>7 MillerCoors Distributors participating </li>
  <li>Flexible program structures allow for Guaranteed Cost or larger Deductible Programs </li>
  <li> Access to AIBD sponsored Risk Management and Loss Control forums </li>
  <li> Networking opportunities with other distributors and bottlers to share specific safety best practices </li>
  <li> Benchmark against other members to measure the effectiveness of your safety efforts </li>
  <li> Brokers can be involved with a commission of 7.5% added to the premium </li>
</ul>
<p><strong>How to Use the Program<br>
</strong>To request further information or to schedule a visit with CCBA/DSI, please contact: </p>
<p>Anne Drolet, DSI Director of Business Development <br>
<span class=""style19"">T</span> 303-277-3247 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:adrolet@dsi-mail.com"">adrolet@dsi-mail.com</a></p>
<p>The following data request forms must all be completed and emailed or faxed to Anne Drolet in order to receive a quote: </p>
<ul>

  <li> <a href=""/dl/NS Application 030111.doc"">Property and Casualty Insurance Application</a> </li>
  <li> <a href=""/dl/NS Marsh SZ PIP TIV & COPE Template 030111.xls"">SOV and COPE</a> </li>
  <li> <a href=""/dl/NS Application - Payroll Schedule 030111.xls"">Payroll Schedule</a> </li>
  <li> <a href=""/dl/NS Application - Revenue Schedule 030111.xls"">Revenue Schedule</a> </li>
  <li> <a href=""/dl/NS Application - EE Concentration 030111.xls"">Concentration of Employees</a> </li>
  <li> <a href=""/dl/NS Application-Vehicle Schedule 030111.xls"">Vehicle Schedule</a> </li>
  <li> <a href=""/dl/NS Bottlers questionnaire-final 030111.doc"">Management Liability (D&O, EPL, Fiduciary and Crime)</a> 
	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Anne Drolet, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3247 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:adrolet@dsi-mail.com"">adrolet@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
126,7,0,"WSWA_Draught","Draught Supplies","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr valign=""top"">
  <td><div align=""center""><img src=""images/tn_Ajex.png"" width=""300"" height=""98"" align=""top"" /> </div></td>
  <td width=""10""> </td>
  <td>
	<p align=""justify""><strong>Program Details <br />
	</strong>Since 1973, Ajex has supplied draught beer supplies and dispensing equipment to Coors Brewing Company and legacy Coors distributors.  Distributors Solutions has been able to use this relationship to bring WSWA Wholesalers the same great pricing available to MillerCoors Distributors. Ajex will continue to and select the best products the industry has to offer from dozens of manufacturers to ensure safety, taste and durability.  The selection of equipment and services is owed to decades of thorough product research and development, and field proven performance of the industry???s highest quality products.  Ajex offers WSWA Wholesalers a customized pricing program that is structured to meet your specific requirements and to achieve your bottom line goals.</p>

	<p align=""justify""><strong>Benefits <br />
	</strong>Receive an additional 5% off the WSWA net price for all Ajex draught supply products, with the exception of Direct Draw Beer Dispensers and Chillers (numbered 700000 and higher).<br><br>

<a href=""dl/Ajex Price List_Effective March 2011 021811.pdf"">Click here</a> for a list of Ajex draught supply offerings and prices.  If you do not see the product(s) you are looking to purchase, please call Ajex directly at the number below.  This list includes many commonly used items but is not inclusive of the draught supply offerings to WSWA Wholesalers.
</p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong><a href=""http://ajexusa.com/"">Click here</a> to purchase draught supplies from Ajex or contact their customer service  line at: </p>
	<p align=""justify""><span class=""style19"">T</span> 1-800-525-8112 </p>
	<p align=""justify"">You must identify yourself to the customer service representative as a WSWA Wholesaler to receive the 5% discount. </p>
	<p align=""justify"">Or, <a href=""dl/CBC-Ajex%20faxXpres%20Form_092308.pdf"">click here</a> to download the Ajex fax form. Please complete the form with the items you wish to order and fax the form back to Ajex at: </p>
	<p align=""justify""><span class=""style19"">F</span> 1-800-866-2540 </p>

	  </p>
	</td>
 </tr>
 <tr>
   <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>","",0,1,0
