pID,pTitle,pComments,pBody,isPublic,isDeleted
82,"Budget","WSWA","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_budget_logo600.gif"" width=""207"" height=""160"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details<br />
  </strong>Budget Rent A Car is a global provider of business and consumer car rental services. Budget was founded in 1958 as a car rental company for the ""budget-minded"" renter. Today, as an industry leader, Budget continues to appeal to value-driven renters by offering quality vehicles and a rewarding rental experience at nearly 1,900 rental locations worldwide. </p>
    <p>Budget offers WSWA Wholesalers discounts on rental cars as well as the highest level of service. </p>
    <p><strong>Benefits</strong><br />
<ul>
<li>Receive 5-20% discounts on rental cars  ??? the Budget Corporate Discount (BCD) number R024400 will automatically shop for the lowest rate available <br> 
<li>Year-round member savings  ??? Budget offers WSWA Wholesalers great money-saving coupons whether you're renting at the airport or in your neighborhood. Click on the link below for more information. <br> 
<li>Budget FastBreak Service ??? Join Fastbreak® today! Fastbreak is Budget's express service that lets you skip the line so</span> you can go directly to your car and Get In, Get Out, Get Going on your way fast! </li></ul></p>
    <p><strong>How to Use the Program<br />
    </strong><a href=""http://www.budgetcarrental.com/budget/assoc/index.html?R024400"">Click here</a>  to reserve a rental car with Budget. </p>
    <p>You can also enroll in Fastbreak to receive a unique RapidRez ® Number (BCN)* by clicking on the link above. You can begin using the RapidRez ® Number immediately for all of your reservations. <strong></strong>Click on the ???Enroll Now??? button under Fastbreak. </p>
    <p>If you have any questions regarding the Budget program, please contact Budget Customer Service at 1-800-621-2844 and reference our BCD# R024400. </p>
    <p>*Complimentary enrollment is available to residents of the U.S. (including PR & USVI) and Canada. </p>
    <p><strong>Other Benefits for Employees <br />
    </strong>In addition, this program also offers employees of WSWA Wholesalers the same discounts and benefits as noted above for your personal use. </p>
</strong>Please note that the reservation has to be made in the name of the person who will be picking up the car.  </p>
    <p><a href=""http://www.budgetcarrental.com/budget/assoc/index.html?R024400"">Click here</a>  to reserve a rental car with Budget. </p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>
</center>
<!--#include file=""includes/footer.asp""-->


<!-- Start of StatCounter Code -->
<script type=""text/javascript"">
var sc_project=4424763; 
var sc_invisible=1; 
var sc_partition=55; 
var sc_click_stat=1; 
var sc_security=""382eebab""; 
</script>

<script type=""text/javascript"" src=""http://www.statcounter.com/counter/counter.js""></script><noscript><div class=""statcounter""><a title=""myspace visitor"" href=""http://www.statcounter.com/myspace/"" target=""_blank""><img class=""statcounter"" src=""http://c.statcounter.com/4424763/0/382eebab/1/"" alt=""myspace visitor"" ></a></div></noscript>
<!-- End of StatCounter Code -->",0,0
83,"Michelin","WSWA","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_Michelin_logo_color.jpg"" width=""250"" height=""80"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details <br />
	</strong>Michelin North America, Inc is the largest tire manufacturer in the world.  Their reputation for quality products is second to none and they are committed to bringing the best products to WSWA Wholesalers, including commercial, passenger and light truck tire options.   <br />
        <br />
  Additionally, Michelin Retread Technologies, Inc has raised the bar for all retreaders across the country. With over 75 retread plants in North America , there is an MRT Dealer near you where you can find retread tire options. <br />
  <br />
  With over 1,400 point of sale locations across the US, Canada, and Mexico, including both company owned and independent dealer distribution, Michelin will assist you to achieve your service needs. </p>
	
	<p align=""justify""><strong>Benefits </strong><br />


<p align=""justify""><strong>Commercial Truck Tires <br /></strong>
<ul>
<li>Minimum of 51% off the base price for Commercial Truck Tires (not including Federal Excise Tax, ""FET"")</li>
<li><a href=""dl/Michelin Commercial Pricing 030111 Web.pdf"">Click here </a>for a list of custom selected Commercial Truck Tires utilized most often.</li></ul>
	
	<p align=""justify""><strong>Passenger and Light Truck Tires </strong><br />
	 <ul>
 <li> 39% off the base price for Michelin and BF Goodrich </li>
	  <li> 28% off the base price for Uniroyal </li>
  <li><a href=""dl/Michelin Passenger Light Truck Pricing 050111 Web.pdf"">Click here</a> for a list of custom selected Passenger and Light Truck Tires utilized most often.</li>
	  </ul>
	<p align=""justify""><strong>Retread Tires <br /></strong>
<ul>
	  <li> 42% off the base price of Pre-Mold Retreads</li>
	  <li> 35% off the base price of Custom Mold Retreads</li>
<li><a href=""dl/Michelin Retread Pricing 030111 Web.pdf"">Click here</a> for a list of custom selected Pre-Mold Retread Tires utilized most often.</li> </ul>

	<p align=""justify""><strong>How to Use the Program<br />
	</strong>To receive the discounted tire prices, complete the <a href=""dl/Michelin Fleet Account Application 101810.pdf"">NAFA Michelin Account Application</a> and fax, email or mail it to: </p>
	<p>Distributors Solutions LLC c/o MillerCoors <br />
	  Attn: Jon Wormsley <br /> 
	  P.O. Box 4030, Mail Number BC500  <br />
	  Golden, CO 80401 <br />
          <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
	
	<p align=""justify"">Jon will work with Michelin to process your account. A Michelin employee will then contact you once your account is ready for purchasing and inform you of your Michelin specific ship-to number. You can then purchase tires at your local dealer or online utilizing your specific ship-to number. </p>
	
	<p align=""justify""><a href=""http://www.michelintruck.com"">Click here</a> to find a dealer near you. <br />
	  <a href=""https://www.michelinb2b.com"">Click here</a> to order online. </p>
	<p>For help in finding your local dealer, to obtain a quote, or for other questions related to purchasing, please contact:<br>
  <br>
  Joel York<br>
<span class=""style19"">T</span> 801-664-3941 <span class=""style19"">E</span>	  <a href=""mailto:Joel.York@us.michelin.com"">Joel.York@us.michelin.com</a></p>
</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
84,"AEP","WSWA","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_AEP%20logo%20IND%20INC%20copy.png"" width=""207"" height=""160"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br />
	</strong>AEP offers WSWA Wholesalers both hand and machine stretch film in various gauges and sizes. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Consolidated volume discounts. 3 pallet minimum order quantity. </p>
	<p align=""justify""><a href=""dl/AEP WSWA MONTHLY HANDWRAP.pdf"">Click here</a> to view the details of the AEP Stretch Handwrap Film price list. </p>
	<p align=""justify""><a href=""dl/AEP WSWA MONTHLY STRETCH MACHINE.pdf"">Click here</a> to view the details of the AEP Stretch Machine Film price list. </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong>To purchase stretch film from AEP, contact the following Customer Care Representative: </p>
	<p align=""justify"">Violet Royce <br />
      <span class=""style19"">T</span> 800-999-2374 Ext 7154 <span class=""style19"">E</span> <a href=""mailto:roycev@aepinc.com "">roycev@aepinc.com </a></p>
	<p align=""justify"">For product information or to obtain quotes on films not included in the above price lists, contact the following National Account Manager: </p>
	<p align=""justify"">Dave Howard <br />
      <span class=""style19"">T</span> 314-838-4492 <span class=""style19"">E</span> <a href=""mailto:howardd@aepinc.com"">howardd@aepinc.com</a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>
<!-- Start of StatCounter Code -->
<script type=""text/javascript"">
var sc_project=4424763; 
var sc_invisible=1; 
var sc_partition=55; 
var sc_click_stat=1; 
var sc_security=""382eebab""; 
</script>

<script type=""text/javascript"" src=""http://www.statcounter.com/counter/counter.js""></script><noscript><div class=""statcounter""><a title=""myspace visitor"" href=""http://www.statcounter.com/myspace/"" target=""_blank""><img class=""statcounter"" src=""http://c.statcounter.com/4424763/0/382eebab/1/"" alt=""myspace visitor"" ></a></div></noscript>
<!-- End of StatCounter Code -->",0,0
85,"Xpedx","WSWA","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_xpedx_r_BLACK_sm_logo.jpg"" width=""200"" height=""70"" /> </td>
  <td width=""10""> </td>
  <td align=""justify"" valign=""top"">
	<p align=""justify""><strong>Program Details <br />
	</strong>Xpedx offers WSWA Wholesalers both hand and machine stretch film in various gauges and sizes. </p>
	<p align=""justify""><strong>Benefits <br />
	</strong>Consolidated volume discounts. 1 pallet minimum order quantity. </p>
	<p align=""justify""><a href=""dl/XPEDX PRICING WSWA WHOLESALERS.pdf"">Click here</a> to view the details of the Xpedx stretch film price list. </p>
	<p align=""justify""><strong>How to Use the Program<br />
	</strong>For product information or to purchase stretch film from Xpedx, contact the following Service Representative: </p>
	<p align=""justify"">Beryl Baribeau <br />
      <span class=""style19"">T</span> 303-375-2480 <span class=""style19"">E</span> <a href=""mailto:coorsdistributors@xpedx.com"">coorsdistributors@xpedx.com</a></p></td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
86,"Canon","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/Canon.png""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details</strong></p>
<p>Canon U.S.A., Inc., the market share leader in copiers and multifunctional printers, is committed to helping MillerCoors Distributors meet their digital office needs by offering best-in-class equipment, accessories, and software at discounted lease and purchase pricing. With over 30 years of experience in the document management industry, Canon Business Solutions can help you acquire these hardware and software solutions so you can start realizing the benefits of improved workflow today. </p>
<p>Please <a href=""http://solutions.canon.com/home/homePage.shtml"">click here</a>  to view more information on Canon's Products and Workflow Solutions. </p>
<p><strong>Benefits</strong></p>
<ul>
  <li>Up to 55% discount off retail purchase and lease pricing on items such as: desktop printers, fax machines, multifunctional devices, copiers, and scanners</li>
  <li>Access to local, highly skilled dealers who can provide demos and technical expertise to better understand your office needs, machine capabilities, and e nable you to implement the right solution for your office workflow needs</li>
  <li>Connect with Canon's top rated Systems and Technical Support Divisions</li>
  <li>Apply for fixed rate financing available through Canon Financial Services</li>
</ul>
<p><strong>How to Use the Program<br>
</strong>Please contact the following Canon Business Solutions Account Executive for quotes and further program details: </p>
<p>Colleen Smith <br>
<span class=""style19"">T</span> 303-209-8314 <span class=""style19"">E</span> <a href=""mailto:colsmith@solutions.canon.com"">colsmith@solutions.canon.com </a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
87,"Canon","WSWA","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/Canon.png""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details</strong></p>
<p>Canon U.S.A., Inc., the market share leader in copiers and multifunctional printers, is committed to helping WSWA Wholesalers meet their digital office needs by offering best-in-class equipment, accessories, and software at discounted lease and purchase pricing. With over 30 years of experience in the document management industry, Canon Business Solutions can help you acquire these hardware and software solutions so you can start realizing the benefits of improved workflow today. </p>
<p>Please <a href=""http://solutions.canon.com/home/homePage.shtml"">click here</a>  to view more information on Canon's Products and Workflow Solutions. </p>
<p><strong>Benefits</strong></p>
<ul>
  <li>Up to 55% discount off retail purchase and lease pricing on items such as: desktop printers, fax machines, multifunctional devices, copiers, and scanners</li>
  <li>Access to local, highly skilled dealers who can provide demos and technical expertise to better understand your office needs, machine capabilities, and e nable you to implement the right solution for your office workflow needs</li>
  <li>Connect with Canon's top rated Systems and Technical Support Divisions</li>
  <li>Apply for fixed rate financing available through Canon Financial Services</li>
</ul>
<p><strong>How to Use the Program<br>
</strong>Please contact the following Canon Business Solutions Account Executive for quotes and further program details: </p>
<p>Colleen Smith <br>
<span class=""style19"">T</span> 303-209-8314 <span class=""style19"">E</span> <a href=""mailto:colsmith@solutions.canon.com"">colsmith@solutions.canon.com </a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Jon Wormsley, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-5725 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:jwormsley@dsi-mail.com"">jwormsley@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
88,"Canon","NS","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/Canon.png""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details</strong></p>
<p>Canon U.S.A., Inc., the market share leader in copiers and multifunctional printers, is committed to helping Network Services meet their digital office needs by offering best-in-class equipment, accessories, and software at discounted lease and purchase pricing. With over 30 years of experience in the document management industry, Canon Business Solutions can help you acquire these hardware and software solutions so you can start realizing the benefits of improved workflow today. </p>
<p>Please <a href=""http://solutions.canon.com/home/homePage.shtml"">click here</a>  to view more information on Canon's Products and Workflow Solutions. </p>
<p><strong>Benefits</strong></p>
<ul>
  <li>Up to 55% discount off retail purchase and lease pricing on items such as: desktop printers, fax machines, multifunctional devices, copiers, and scanners</li>
  <li>Access to local, highly skilled dealers who can provide demos and technical expertise to better understand your office needs, machine capabilities, and e nable you to implement the right solution for your office workflow needs</li>
  <li>Connect with Canon's top rated Systems and Technical Support Divisions</li>
  <li>Apply for fixed rate financing available through Canon Financial Services</li>
</ul>
<p><strong>How to Use the Program<br>
</strong>Please contact the following Canon Business Solutions Account Executive for quotes and further program details: </p>
<p>Colleen Smith <br>
<span class=""style19"">T</span> 303-209-8314 <span class=""style19"">E</span> <a href=""mailto:colsmith@solutions.canon.com"">colsmith@solutions.canon.com </a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI Business Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
89,"Canon","JM","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/Canon.png""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details</strong></p>
<p>Canon U.S.A., Inc., the market share leader in copiers and multifunctional printers, is committed to helping Johns Manville Pinnacle and Summit Contractors meet their digital office needs by offering best-in-class equipment, accessories, and software at discounted lease and purchase pricing. With over 30 years of experience in the document management industry, Canon Business Solutions can help you acquire these hardware and software solutions so you can start realizing the benefits of improved workflow today. </p>
<p>Please <a href=""http://solutions.canon.com/home/homePage.shtml"">click here</a>  to view more information on Canon's Products and Workflow Solutions. </p>
<p><strong>Benefits</strong></p>
<ul>
  <li>Up to 55% discount off retail purchase and lease pricing on items such as: desktop printers, fax machines, multifunctional devices, copiers, and scanners</li>
  <li>Access to local, highly skilled dealers who can provide demos and technical expertise to better understand your office needs, machine capabilities, and e nable you to implement the right solution for your office workflow needs</li>
  <li>Connect with Canon's top rated Systems and Technical Support Divisions</li>
  <li>Apply for fixed rate financing available through Canon Financial Services</li>
</ul>
<p><strong>How to Use the Program<br>
</strong>Please contact the following Canon Business Solutions Account Executive for quotes and further program details: </p>
<p>Colleen Smith <br>
<span class=""style19"">T</span> 303-209-8314 <span class=""style19"">E</span> <a href=""mailto:colsmith@solutions.canon.com"">colsmith@solutions.canon.com </a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI Business Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
90,"Konica Minolta","JM","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_Konica1.jpg""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details <br />
	</strong> Konica Minolta offers Johns Manville Pinnacle and Summit contractors the option to buy or lease multi-functional devices to handle  document work flow needs, including copiers, printers, fax and scanner systems. Service and supply agreements are available with the purchase or lease of a new multi-functional device.<a href=""http://kmbs.konicaminolta.us/distsolutions""><br />
	<br />
	Click here</a> to view Konica Minolta's products. <br />
    <a href=""dl/KMBS DSI Catalog 8.12.10 final.pdf"">Click here</a> for pricing information.</p>
	<p align=""justify""><strong>Benefits</strong> <br />
	<ul>
  <li>Up to 50% discount off list price for multi-functional devices, with flexible leasing or purchase options.</li>
  <li> Purchase directly from your local Konica Minolta branch/dealer. JM Pinnacle and Summit contractors now have access to a local sales and technical support team to promptly assess your office requirements and instruct how to utilize all multifunctional device capabilities (scan, fax, copy, color and print), as well as offer in-store demos and local support. </li>
  <li> Attractive ???Early lease upgrade??? programs to replace aged multi-functional devices regardless of make and model; which may result in reduced monthly rental and operating charges with increased productivity. </li>
  <li>No minimums for the service and supply contract. Only pay for what you use! One low flat rate for your cost per copy. </li>
  <li> Solutions available for any size environment, large or small.<br>
    </li>
  </ul>
	<p align=""justify"">      <strong>How to Use the Program<br />
	</strong>If you have less than six months on your current lease or are considering the purchase of a new multi-functional device, please contact the following National Account Representative with Konica Minolta: 
	<p align=""justify"">Anthony Angelini <br />
      <span class=""style19"">T</span> 303-463-1059 <span class=""style19"">E</span> <a href=""mailto:aangelini@kmbs.konicaminolta.us"">aangelini@kmbs.konicaminolta.us</a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<br>
    	<p>Please contact Anne Drolet, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3247 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:adrolet@dsi-mail.com"">adrolet@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
91,"Konica Minolta","MC","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_Konica1.jpg""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details <br />
	</strong> Konica Minolta offers MillerCoors Distributors the option to buy or lease multi-functional devices to handle  document work flow needs, including copiers, printers, fax and scanner systems. Service and supply agreements are available with the purchase or lease of a new multi-functional device.<a href=""http://kmbs.konicaminolta.us/distsolutions""><br />
	<br />
	Click here</a> to view Konica Minolta's products. <br />
    <a href=""dl/KMBS DSI Catalog 8.12.10 final.pdf"">Click here</a> for pricing information.</p>
	<p align=""justify""><strong>Benefits</strong> <br />
	  <ul>
  <li>Up to 50% discount off list price for multi-functional devices, with flexible leasing or purchase options.</li>
  <li> Purchase directly from your local Konica Minolta branch/dealer. MillerCoors Distributors now have access to a local sales and technical support team to promptly assess your office requirements and instruct how to utilize all multifunctional device capabilities (scan, fax, copy, color and print), as well as offer in-store demos and local support. </li>
  <li> Attractive ???Early lease upgrade??? programs to replace aged multi-functional devices regardless of make and model; which may result in reduced monthly rental and operating charges with increased productivity. </li>
  <li>No minimums for the service and supply contract. Only pay for what you use! One low flat rate for your cost per copy. </li>
  <li> Solutions available for any size environment, large or small.<br>
    </li>
  </ul>
	<p align=""justify"">      <strong>How to Use the Program<br />
	</strong>If you have less than six months on your current lease or are considering the purchase of a new multi-functional device, please contact the following National Account Representative with Konica Minolta: 
	<p align=""justify"">Anthony Angelini <br />
      <span class=""style19"">T</span> 303-463-1059 <span class=""style19"">E</span> <a href=""mailto:aangelini@kmbs.konicaminolta.us"">aangelini@kmbs.konicaminolta.us</a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<p>Please contact Ali (Magel) Comeaux, DSI General Manager, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3359 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:amagel@dsi-mail.com"">amagel@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
92,"Konica Minolta","NS","<table width=""90%"" border=""0"" cellpadding=""0"" cellspacing=""0"">
 <tr>
  <td align=""left"" valign=""top""><img src=""images/tn_Konica1.jpg""> </td>
  <td width=""10""> </td>
  <td align=""justify"">
	<p align=""justify""><strong>Program Details <br />
	</strong> Konica Minolta offers Network Services Distributors the option to buy or lease multi-functional devices to handle  document work flow needs, including copiers, printers, fax and scanner systems. Service and supply agreements are available with the purchase or lease of a new multi-functional device.<a href=""http://kmbs.konicaminolta.us/distsolutions""><br />
	<br />
	Click here</a> to view Konica Minolta's products. <br />
    <a href=""dl/KMBS DSI Catalog 8.12.10 final.pdf"">Click here</a> for pricing information.</p>
	<p align=""justify""><strong>Benefits</strong> <br />
	 <ul>
  <li>Up to 50% discount off list price for multi-functional devices, with flexible leasing or purchase options.</li>
  <li> Purchase directly from your local Konica Minolta branch/dealer. Network Services distributors now have access to a local sales and technical support team to promptly assess your office requirements and instruct how to utilize all multifunctional device capabilities (scan, fax, copy, color and print), as well as offer in-store demos and local support. </li>
  <li> Attractive ???Early lease upgrade??? programs to replace aged multi-functional devices regardless of make and model; which may result in reduced monthly rental and operating charges with increased productivity. </li>
  <li>No minimums for the service and supply contract. Only pay for what you use! One low flat rate for your cost per copy. </li>
  <li> Solutions available for any size environment, large or small.<br>
    </li>
  </ul>
	<p align=""justify"">      <strong>How to Use the Program<br />
	</strong>If you have less than six months on your current lease or are considering the purchase of a new multi-functional device, please contact the following National Account Representative with Konica Minolta: 
	<p align=""justify"">Anthony Angelini <br />
      <span class=""style19"">T</span> 303-463-1059 <span class=""style19"">E</span> <a href=""mailto:aangelini@kmbs.konicaminolta.us"">aangelini@kmbs.konicaminolta.us</a>
	</p>	</td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3"">
  	<div align=""left"">
    	<br>
    	<p>Please contact Anne Drolet, DSI Director of Business Development, if you have any questions. <br>
        <span class=""style19"">T</span> 303-277-3247 <span class=""style19"">F</span> 303-277-2463 <span class=""style19"">E</span> <a href=""mailto:adrolet@dsi-mail.com"">adrolet@dsi-mail.com</a></p>
    </div>
  </td>
 </tr>
 <tr>
  <td colspan=""3""> </td>
 </tr>
 <tr>
  <td colspan=""3""><div align=""left""><strong>CONFIDENTIAL INFORMATION</strong> </div></td>
 </tr>
</table>",0,0
