sID,uID,oID,sType,sTXT,sNum,sDMY,dtHealth,dtAuto,dtGeneral,dtProperty,dtUmbrella,isDeleted
8343,419,3,"ynm","yes",,"","","","","","",0
8344,419,4,"ynm","no",,"","","","","","",0
8345,419,5,"ynm","yes",,"","","","","","",0
8346,419,6,"ynm","maybe",,"","","","","","",0
8347,419,7,"ynm","maybe",,"","","","","","",0
8348,419,8,"ynm","no",,"","","","","","",0
8349,419,9,"ynm","yes",,"","","","","","",0
8350,419,10,"ynm","maybe",,"","","","","","",0
8351,419,11,"ynm","no",,"","","","","","",0
8352,419,12,"ynm","no",,"","","","","","",0
8353,419,13,"ynm","no",,"","","","","","",0
8354,419,14,"ynm","yes",,"","","","","","",0
8355,419,15,"ynm","yes",,"","","","","","",0
8356,419,16,"ynm","",,"","","","","","",0
8357,419,17,"ynm","",,"","","","","","",0
8358,419,18,"ynm","",,"","","","","","",0
8359,419,19,"ynm","",,"","","","","","",0
8360,419,20,"ynm","",,"","","","","","",0
8361,420,1,"ynm","yes",,"","","","","","",0
8362,420,2,"ynm","yes",,"","","","","","",0
8363,420,3,"ynm","yes",,"","","","","","",0
8364,420,4,"ynm","yes",,"","","","","","",0
8365,420,5,"ynm","yes",,"","","","","","",0
8366,420,6,"ynm","yes",,"","","","","","",0
8367,420,7,"ynm","no",,"","","","","","",0
8368,420,8,"ynm","yes",,"","","","","","",0
8369,420,9,"ynm","yes",,"","","","","","",0
8370,420,10,"ynm","yes",,"","","","","","",0
8371,420,11,"ynm","maybe",,"","","","","","",0
8372,420,12,"ynm","yes",,"","","","","","",0
8373,420,13,"ynm","yes",,"","","","","","",0
8374,420,14,"ynm","yes",,"","","","","","",0
8375,420,15,"ynm","yes",,"","","","","","",0
8376,420,16,"ynm","",,"","","","","","",0
8377,420,17,"ynm","",,"","","","","","",0
8378,420,18,"ynm","",,"","","","","","",0
8379,420,19,"ynm","",,"","","","","","",0
8380,420,20,"ynm","",,"","","","","","",0
8381,421,1,"ynm","yes",,"","","","","","",0
8382,421,2,"ynm","yes",,"","","","","","",0
8383,421,3,"ynm","yes",,"","","","","","",0
8384,421,4,"ynm","yes",,"","","","","","",0
8385,421,5,"ynm","yes",,"","","","","","",0
8386,421,6,"ynm","yes",,"","","","","","",0
8387,421,7,"ynm","yes",,"","","","","","",0
8388,421,8,"ynm","no",,"","","","","","",0
8389,421,9,"ynm","yes",,"","","","","","",0
8390,421,10,"ynm","yes",,"","","","","","",0
8391,421,11,"ynm","yes",,"","","","","","",0
8392,421,12,"ynm","yes",,"","","","","","",0
8393,421,13,"ynm","yes",,"","","","","","",0
8394,421,14,"ynm","no",,"","","","","","",0
8395,421,15,"ynm","yes",,"","","","","","",0
8396,421,16,"ynm","",,"","","","","","",0
8397,421,17,"ynm","",,"","","","","","",0
8398,421,18,"ynm","",,"","","","","","",0
8399,421,19,"ynm","",,"","","","","","",0
8400,421,20,"ynm","",,"","","","","","",0
8401,422,1,"ynm","yes",,"","","","","","",0
8402,422,2,"ynm","no",,"","","","","","",0
8403,422,3,"ynm","no",,"","","","","","",0
8404,422,4,"ynm","yes",,"","","","","","",0
8405,422,5,"ynm","yes",,"","","","","","",0
8406,422,6,"ynm","yes",,"","","","","","",0
8407,422,7,"ynm","no",,"","","","","","",0
8408,422,8,"ynm","no",,"","","","","","",0
8409,422,9,"ynm","yes",,"","","","","","",0
8410,422,10,"ynm","yes",,"","","","","","",0
8411,422,11,"ynm","yes",,"","","","","","",0
8412,422,12,"ynm","yes",,"","","","","","",0
8413,422,13,"ynm","no",,"","","","","","",0
8414,422,14,"ynm","no",,"","","","","","",0
8415,422,15,"ynm","yes",,"","","","","","",0
8416,422,16,"ynm","",,"","","","","","",0
8417,422,17,"ynm","",,"","","","","","",0
8418,422,18,"ynm","",,"","","","","","",0
8419,422,19,"ynm","",,"","","","","","",0
8420,422,20,"ynm","",,"","","","","","",0
8421,423,1,"ynm","maybe",,"","","","","","",0
8422,423,2,"ynm","maybe",,"","","","","","",0
8423,423,3,"ynm","maybe",,"","","","","","",0
8424,423,4,"ynm","maybe",,"","","","","","",0
8425,423,5,"ynm","maybe",,"","","","","","",0
8426,423,6,"ynm","maybe",,"","","","","","",0
8427,423,7,"ynm","maybe",,"","","","","","",0
8428,423,8,"ynm","maybe",,"","","","","","",0
8429,423,9,"ynm","maybe",,"","","","","","",0
8430,423,10,"ynm","maybe",,"","","","","","",0
8431,423,11,"ynm","maybe",,"","","","","","",0
8432,423,12,"ynm","maybe",,"","","","","","",0
8433,423,13,"ynm","yes",,"","","","","","",0
8434,423,14,"ynm","maybe",,"","","","","","",0
8435,423,15,"ynm","maybe",,"","","","","","",0
8436,423,16,"ynm","maybe",,"","","","","","",0
8437,423,17,"ynm","yes",,"","","","","","",0
8438,423,18,"ynm","maybe",,"","","","","","",0
8439,423,19,"ynm","maybe",,"","","","","","",0
8440,423,20,"ynm","yes",,"","","","","","",0
8441,424,1,"ynm","yes",,"","","","","","",0
8442,424,2,"ynm","yes",,"","","","","","",0
8443,424,3,"ynm","no",,"","","","","","",0
8444,424,4,"ynm","yes",,"","","","","","",0
8445,424,5,"ynm","yes",,"","","","","","",0
8446,424,6,"ynm","yes",,"","","","","","",0
8447,424,7,"ynm","no",,"","","","","","",0
8448,424,8,"ynm","yes",,"","","","","","",0
8449,424,9,"ynm","yes",,"","","","","","",0
8450,424,10,"ynm","yes",,"","","","","","",0
8451,424,11,"ynm","no",,"","","","","","",0
8452,424,12,"ynm","no",,"","","","","","",0
8453,424,13,"ynm","yes",,"","","","","","",0
8454,424,14,"ynm","no",,"","","","","","",0
8455,424,15,"ynm","no",,"","","","","","",0
8456,424,16,"ynm","",,"","","","","","",0
8457,424,17,"ynm","",,"","","","","","",0
8458,424,18,"ynm","",,"","","","","","",0
8459,424,19,"ynm","",,"","","","","","",0
8460,424,20,"ynm","",,"","","","","","",0
8461,425,1,"ynm","yes",,"","","","","","",0
8462,425,2,"ynm","yes",,"","","","","","",0
8463,425,3,"ynm","maybe",,"","","","","","",0
8464,425,4,"ynm","yes",,"","","","","","",0
8465,425,5,"ynm","yes",,"","","","","","",0
8466,425,6,"ynm","yes",,"","","","","","",0
8467,425,7,"ynm","yes",,"","","","","","",0
8468,425,8,"ynm","yes",,"","","","","","",0
8469,425,9,"ynm","yes",,"","","","","","",0
8470,425,10,"ynm","yes",,"","","","","","",0
8471,425,11,"ynm","yes",,"","","","","","",0
8472,425,12,"ynm","yes",,"","","","","","",0
8473,425,13,"ynm","yes",,"","","","","","",0
8474,425,14,"ynm","maybe",,"","","","","","",0
8475,425,15,"ynm","yes",,"","","","","","",0
8476,425,16,"ynm","yes",,"","","","","","",0
8477,425,17,"ynm","yes",,"","","","","","",0
8478,425,18,"ynm","maybe",,"","","","","","",0
8479,425,19,"ynm","maybe",,"","","","","","",0
8480,425,20,"ynm","yes",,"","","","","","",0
8481,426,1,"ynm","maybe",,"","","","","","",0
8482,426,2,"ynm","yes",,"","","","","","",0
8483,426,3,"ynm","maybe",,"","","","","","",0
8484,426,4,"ynm","yes",,"","","","","","",0
8485,426,5,"ynm","maybe",,"","","","","","",0
8486,426,6,"ynm","maybe",,"","","","","","",0
8487,426,7,"ynm","yes",,"","","","","","",0
8488,426,8,"ynm","yes",,"","","","","","",0
8489,426,9,"ynm","yes",,"","","","","","",0
8490,426,10,"ynm","yes",,"","","","","","",0
8491,426,11,"ynm","yes",,"","","","","","",0
8492,426,12,"ynm","yes",,"","","","","","",0
8493,426,13,"ynm","yes",,"","","","","","",0
8494,426,14,"ynm","no",,"","","","","","",0
8495,426,15,"ynm","yes",,"","","","","","",0
8496,426,16,"ynm","no",,"","","","","","",0
8497,426,17,"ynm","yes",,"","","","","","",0
8498,426,18,"ynm","yes",,"","","","","","",0
8499,426,19,"ynm","no",,"","","","","","",0
8500,426,20,"ynm","no",,"","","","","","",0
8501,427,1,"ynm","yes",,"","","","","","",0
8502,427,2,"ynm","yes",,"","","","","","",0
8503,427,3,"ynm","yes",,"","","","","","",0
8504,427,4,"ynm","yes",,"","","","","","",0
8505,427,5,"ynm","yes",,"","","","","","",0
8506,427,6,"ynm","yes",,"","","","","","",0
8507,427,7,"ynm","yes",,"","","","","","",0
8508,427,8,"ynm","maybe",,"","","","","","",0
8509,427,9,"ynm","yes",,"","","","","","",0
8510,427,10,"ynm","yes",,"","","","","","",0
8511,427,11,"ynm","yes",,"","","","","","",0
8512,427,12,"ynm","yes",,"","","","","","",0
8513,427,13,"ynm","yes",,"","","","","","",0
8514,427,14,"ynm","yes",,"","","","","","",0
8515,427,15,"ynm","yes",,"","","","","","",0
8516,427,16,"ynm","yes",,"","","","","","",0
8517,427,17,"ynm","yes",,"","","","","","",0
8518,427,18,"ynm","yes",,"","","","","","",0
8519,427,19,"ynm","yes",,"","","","","","",0
8520,427,20,"ynm","yes",,"","","","","","",0
8521,428,1,"ynm","yes",,"","","","","","",0
8522,428,2,"ynm","yes",,"","","","","","",0
8523,428,3,"ynm","yes",,"","","","","","",0
8524,428,4,"ynm","yes",,"","","","","","",0
8525,428,5,"ynm","yes",,"","","","","","",0
8526,428,6,"ynm","yes",,"","","","","","",0
8527,428,7,"ynm","yes",,"","","","","","",0
8528,428,8,"ynm","no",,"","","","","","",0
8529,428,9,"ynm","yes",,"","","","","","",0
8530,428,10,"ynm","yes",,"","","","","","",0
8531,428,11,"ynm","yes",,"","","","","","",0
8532,428,12,"ynm","yes",,"","","","","","",0
8533,428,13,"ynm","yes",,"","","","","","",0
8534,428,14,"ynm","yes",,"","","","","","",0
8535,428,15,"ynm","yes",,"","","","","","",0
8536,428,16,"ynm","yes",,"","","","","","",0
8537,428,17,"ynm","yes",,"","","","","","",0
8538,428,18,"ynm","yes",,"","","","","","",0
8539,428,19,"ynm","no",,"","","","","","",0
8540,428,20,"ynm","yes",,"","","","","","",0
8541,429,1,"ynm","yes",,"","","","","","",0
8542,429,2,"ynm","yes",,"","","","","","",0
8543,429,3,"ynm","yes",,"","","","","","",0
8544,429,4,"ynm","yes",,"","","","","","",0
8545,429,5,"ynm","yes",,"","","","","","",0
8546,429,6,"ynm","yes",,"","","","","","",0
8547,429,7,"ynm","yes",,"","","","","","",0
8548,429,8,"ynm","yes",,"","","","","","",0
8549,429,9,"ynm","yes",,"","","","","","",0
8550,429,10,"ynm","yes",,"","","","","","",0
8551,429,11,"ynm","yes",,"","","","","","",0
8552,429,12,"ynm","no",,"","","","","","",0
8553,429,13,"ynm","yes",,"","","","","","",0
8554,429,14,"ynm","yes",,"","","","","","",0
8555,429,15,"ynm","yes",,"","","","","","",0
8556,429,16,"ynm","yes",,"","","","","","",0
8557,429,17,"ynm","yes",,"","","","","","",0
8558,429,18,"ynm","yes",,"","","","","","",0
8559,429,19,"ynm","yes",,"","01/01/11 00:00:00","10/01/11 00:00:00","10/01/11 00:00:00","10/01/11 00:00:00","10/01/11 00:00:00",0
8560,429,20,"ynm","yes",,"","","","","","",0
8561,430,1,"ynm","yes",,"","","","","","",0
8562,430,2,"ynm","yes",,"","","","","","",0
8563,430,3,"ynm","yes",,"","","","","","",0
8564,430,4,"ynm","yes",,"","","","","","",0
8565,430,5,"ynm","yes",,"","","","","","",0
8566,430,6,"ynm","yes",,"","","","","","",0
8567,430,7,"ynm","yes",,"","","","","","",0
8568,430,8,"ynm","yes",,"","","","","","",0
8569,430,9,"ynm","yes",,"","","","","","",0
8570,430,10,"ynm","yes",,"","","","","","",0
8571,430,11,"ynm","yes",,"","","","","","",0
8572,430,12,"ynm","yes",,"","","","","","",0
8573,430,13,"ynm","yes",,"","","","","","",0
8574,430,14,"ynm","yes",,"","","","","","",0
8575,430,15,"ynm","yes",,"","","","","","",0
8576,430,16,"ynm","yes",,"","","","","","",0
8577,430,17,"ynm","yes",,"","","","","","",0
8578,430,18,"ynm","yes",,"","","","","","",0
8579,430,19,"ynm","no",,"","","","","","",0
8580,430,20,"ynm","yes",,"","","","","","",0
8581,431,1,"ynm","no",,"","","","","","",0
8582,431,2,"ynm","yes",,"","","","","","",0
8583,431,3,"ynm","no",,"","","","","","",0
8584,431,4,"ynm","no",,"","","","","","",0
8585,431,5,"ynm","yes",,"","","","","","",0
8586,431,6,"ynm","no",,"","","","","","",0
8587,431,7,"ynm","no",,"","","","","","",0
8588,431,8,"ynm","yes",,"","","","","","",0
8589,431,9,"ynm","yes",,"","","","","","",0
8590,431,10,"ynm","no",,"","","","","","",0
8591,431,11,"ynm","yes",,"","","","","","",0
8592,431,12,"ynm","no",,"","","","","","",0
8593,431,13,"ynm","yes",,"","","","","","",0
8594,431,14,"ynm","yes",,"","","","","","",0
8595,431,15,"ynm","yes",,"","","","","","",0
8596,431,16,"ynm","yes",,"","","","","","",0
8597,431,17,"ynm","yes",,"","","","","","",0
8598,431,18,"ynm","yes",,"","","","","","",0
8599,431,19,"ynm","yes",,"","","","","","",0
8600,431,20,"ynm","yes",,"","","","","","",0
8601,432,1,"ynm","no",,"","","","","","",0
8602,432,2,"ynm","no",,"","","","","","",0
8603,432,3,"ynm","no",,"","","","","","",0
8604,432,4,"ynm","no",,"","","","","","",0
8605,432,5,"ynm","yes",,"","","","","","",0
8606,432,6,"ynm","no",,"","","","","","",0
8607,432,7,"ynm","yes",,"","","","","","",0
8608,432,8,"ynm","yes",,"","","","","","",0
8609,432,9,"ynm","yes",,"","","","","","",0
8610,432,10,"ynm","yes",,"","","","","","",0
8611,432,11,"ynm","no",,"","","","","","",0
8612,432,12,"ynm","yes",,"","","","","","",0
8613,432,13,"ynm","yes",,"","","","","","",0
8614,432,14,"ynm","no",,"","","","","","",0
8615,432,15,"ynm","yes",,"","","","","","",0
8616,432,16,"ynm","",,"","","","","","",0
8617,432,17,"ynm","",,"","","","","","",0
8618,432,18,"ynm","",,"","","","","","",0
8619,432,19,"ynm","",,"","","","","","",0
8620,432,20,"ynm","",,"","","","","","",0
8621,433,1,"ynm","no",,"","","","","","",0
8622,433,2,"ynm","yes",,"","","","","","",0
8623,433,3,"ynm","no",,"","","","","","",0
8624,433,4,"ynm","maybe",,"","","","","","",0
8625,433,5,"ynm","no",,"","","","","","",0
8626,433,6,"ynm","no",,"","","","","","",0
8627,433,7,"ynm","no",,"","","","","","",0
8628,433,8,"ynm","no",,"","","","","","",0
8629,433,9,"ynm","maybe",,"","","","","","",0
8630,433,10,"ynm","no",,"","","","","","",0
8631,433,11,"ynm","no",,"","","","","","",0
8632,433,12,"ynm","no",,"","","","","","",0
8633,433,13,"ynm","no",,"","","","","","",0
8634,433,14,"ynm","no",,"","","","","","",0
8635,433,15,"ynm","no",,"","","","","","",0
8636,433,16,"ynm","no",,"","","","","","",0
8637,433,17,"ynm","no",,"","","","","","",0
8638,433,18,"ynm","no",,"","","","","","",0
8639,433,19,"ynm","no",,"","","","","","",0
8640,433,20,"ynm","no",,"","","","","","",0
8641,434,1,"ynm","yes",,"","","","","","",0
8642,434,2,"ynm","yes",,"","","","","","",0
8643,434,3,"ynm","maybe",,"","","","","","",0
8644,434,4,"ynm","yes",,"","","","","","",0
8645,434,5,"ynm","yes",,"","","","","","",0
8646,434,6,"ynm","yes",,"","","","","","",0
8647,434,7,"ynm","maybe",,"","","","","","",0
8648,434,8,"ynm","maybe",,"","","","","","",0
8649,434,9,"ynm","yes",,"","","","","","",0
8650,434,10,"ynm","maybe",,"","","","","","",0
8651,434,11,"ynm","no",,"","","","","","",0
8652,434,12,"ynm","yes",,"","","","","","",0
8653,434,13,"ynm","yes",,"","","","","","",0
8654,434,14,"ynm","maybe",,"","","","","","",0
8655,434,15,"ynm","no",,"","","","","","",0
8656,434,16,"ynm","yes",,"","","","","","",0
8657,434,17,"ynm","maybe",,"","","","","","",0
8658,434,18,"ynm","yes",,"","","","","","",0
8659,434,19,"ynm","maybe",,"","","","","","",0
8660,434,20,"ynm","yes",,"","","","","","",0
8661,435,1,"ynm","yes",,"","","","","","",0
8662,435,2,"ynm","maybe",,"","","","","","",0
8663,435,3,"ynm","maybe",,"","","","","","",0
8664,435,4,"ynm","maybe",,"","","","","","",0
8665,435,5,"ynm","maybe",,"","","","","","",0
8666,435,6,"ynm","yes",,"","","","","","",0
8667,435,7,"ynm","no",,"","","","","","",0
8668,435,8,"ynm","no",,"","","","","","",0
8669,435,9,"ynm","maybe",,"","","","","","",0
8670,435,10,"ynm","yes",,"","","","","","",0
8671,435,11,"ynm","no",,"","","","","","",0
8672,435,12,"ynm","maybe",,"","","","","","",0
8673,435,13,"ynm","maybe",,"","","","","","",0
8674,435,14,"ynm","maybe",,"","","","","","",0
8675,435,15,"ynm","maybe",,"","","","","","",0
8676,435,16,"ynm","",,"","","","","","",0
8677,435,17,"ynm","",,"","","","","","",0
8678,435,18,"ynm","",,"","","","","","",0
8679,435,19,"ynm","",,"","","","","","",0
8680,435,20,"ynm","",,"","","","","","",0
8681,436,1,"ynm","no",,"","","","","","",0
8682,436,2,"ynm","no",,"","","","","","",0
8683,436,3,"ynm","no",,"","","","","","",0
8684,436,4,"ynm","maybe",,"","","","","","",0
8685,436,5,"ynm","no",,"","","","","","",0
8686,436,6,"ynm","no",,"","","","","","",0
8687,436,7,"ynm","maybe",,"","","","","","",0
8688,436,8,"ynm","maybe",,"","","","","","",0
8689,436,9,"ynm","no",,"","","","","","",0
8690,436,10,"ynm","maybe",,"","","","","","",0
8691,436,11,"ynm","no",,"","","","","","",0
8692,436,12,"ynm","maybe",,"","","","","","",0
8693,436,13,"ynm","no",,"","","","","","",0
8694,436,14,"ynm","no",,"","","","","","",0
8695,436,15,"ynm","maybe",,"","","","","","",0
8696,436,16,"ynm","",,"","","","","","",0
8697,436,17,"ynm","",,"","","","","","",0
8698,436,18,"ynm","",,"","","","","","",0
8699,436,19,"ynm","",,"","","","","","",0
8700,436,20,"ynm","",,"","","","","","",0
8701,437,1,"ynm","yes",,"","","","","","",0
8702,437,2,"ynm","yes",,"","","","","","",0
8703,437,3,"ynm","maybe",,"","","","","","",0
8704,437,4,"ynm","yes",,"","","","","","",0
8705,437,5,"ynm","yes",,"","","","","","",0
8706,437,6,"ynm","no",,"","","","","","",0
8707,437,7,"ynm","yes",,"","","","","","",0
8708,437,8,"ynm","no",,"","","","","","",0
8709,437,9,"ynm","yes",,"","","","","","",0
8710,437,10,"ynm","yes",,"","","","","","",0
8711,437,11,"ynm","yes",,"","","","","","",0
8712,437,12,"ynm","no",,"","","","","","",0
8713,437,13,"ynm","yes",,"","","","","","",0
8714,437,14,"ynm","no",,"","","","","","",0
8715,437,15,"ynm","maybe",,"","","","","","",0
8716,437,16,"ynm","",,"","","","","","",0
8717,437,17,"ynm","",,"","","","","","",0
8718,437,18,"ynm","",,"","","","","","",0
8719,437,19,"ynm","",,"","","","","","",0
8720,437,20,"ynm","",,"","","","","","",0
8721,438,1,"ynm","maybe",,"","","","","","",0
8722,438,2,"ynm","maybe",,"","","","","","",0
8723,438,3,"ynm","maybe",,"","","","","","",0
8724,438,4,"ynm","maybe",,"","","","","","",0
8725,438,5,"ynm","maybe",,"","","","","","",0
8726,438,6,"ynm","maybe",,"","","","","","",0
8727,438,7,"ynm","maybe",,"","","","","","",0
8728,438,8,"ynm","maybe",,"","","","","","",0
8729,438,9,"ynm","maybe",,"","","","","","",0
8730,438,10,"ynm","maybe",,"","","","","","",0
8731,438,11,"ynm","maybe",,"","","","","","",0
8732,438,12,"ynm","maybe",,"","","","","","",0
8733,438,13,"ynm","maybe",,"","","","","","",0
8734,438,14,"ynm","maybe",,"","","","","","",0
8735,438,15,"ynm","maybe",,"","","","","","",0
8736,438,16,"ynm","",,"","","","","","",0
8737,438,17,"ynm","",,"","","","","","",0
8738,438,18,"ynm","",,"","","","","","",0
8739,438,19,"ynm","",,"","","","","","",0
8740,438,20,"ynm","",,"","","","","","",0
8741,439,1,"ynm","maybe",,"","","","","","",0
8742,439,2,"ynm","yes",,"","","","","","",0
8743,439,3,"ynm","maybe",,"","","","","","",0
8744,439,4,"ynm","yes",,"","","","","","",0
8745,439,5,"ynm","maybe",,"","","","","","",0
8746,439,6,"ynm","yes",,"","","","","","",0
8747,439,7,"ynm","yes",,"","","","","","",0
8748,439,8,"ynm","yes",,"","","","","","",0
8749,439,9,"ynm","no",,"","","","","","",0
8750,439,10,"ynm","no",,"","","","","","",0
8751,439,11,"ynm","yes",,"","","","","","",0
8752,439,12,"ynm","no",,"","","","","","",0
8753,439,13,"ynm","yes",,"","","","","","",0
8754,439,14,"ynm","maybe",,"","","","","","",0
8755,439,15,"ynm","maybe",,"","","","","","",0
8756,439,16,"ynm","yes",,"","","","","","",0
8757,439,17,"ynm","",,"","","","","","",0
8758,439,18,"ynm","",,"","","","","","",0
8759,439,19,"ynm","",,"","","","","","",0
8760,439,20,"ynm","",,"","","","","","",0
8761,440,1,"ynm","yes",,"","","","","","",0
8762,440,2,"ynm","yes",,"","","","","","",0
8763,440,3,"ynm","yes",,"","","","","","",0
8764,440,4,"ynm","yes",,"","","","","","",0
8765,440,5,"ynm","yes",,"","","","","","",0
8766,440,6,"ynm","yes",,"","","","","","",0
8767,440,7,"ynm","yes",,"","","","","","",0
8768,440,8,"ynm","yes",,"","","","","","",0
8769,440,9,"ynm","yes",,"","","","","","",0
8770,440,10,"ynm","yes",,"","","","","","",0
8771,440,11,"ynm","no",,"","","","","","",0
8772,440,12,"ynm","yes",,"","","","","","",0
8773,440,13,"ynm","yes",,"","","","","","",0
8774,440,14,"ynm","yes",,"","","","","","",0
8775,440,15,"ynm","yes",,"","","","","","",0
8776,440,16,"ynm","yes",,"","","","","","",0
8777,440,17,"ynm","yes",,"","","","","","",0
8778,440,18,"ynm","yes",,"","","","","","",0
8779,440,19,"ynm","maybe",,"","","","","","",0
8780,440,20,"ynm","yes",,"","","","","","",0
8781,441,1,"ynm","yes",,"","","","","","",0
8782,441,2,"ynm","yes",,"","","","","","",0
8783,441,3,"ynm","no",,"","","","","","",0
8784,441,4,"ynm","yes",,"","","","","","",0
8785,441,5,"ynm","yes",,"","","","","","",0
8786,441,6,"ynm","no",,"","","","","","",0
8787,441,7,"ynm","yes",,"","","","","","",0
8788,441,8,"ynm","yes",,"","","","","","",0
8789,441,9,"ynm","yes",,"","","","","","",0
8790,441,10,"ynm","yes",,"","","","","","",0
8791,441,11,"ynm","no",,"","","","","","",0
8792,441,12,"ynm","no",,"","","","","","",0
8793,441,13,"ynm","yes",,"","","","","","",0
8794,441,14,"ynm","no",,"","","","","","",0
8795,441,15,"ynm","yes",,"","","","","","",0
8796,441,16,"ynm","",,"","","","","","",0
8797,441,17,"ynm","",,"","","","","","",0
8798,441,18,"ynm","",,"","","","","","",0
8799,441,19,"ynm","",,"","","","","","",0
8800,441,20,"ynm","",,"","","","","","",0
8801,442,1,"ynm","yes",,"","","","","","",0
8802,442,2,"ynm","yes",,"","","","","","",0
8803,442,3,"ynm","yes",,"","","","","","",0
8804,442,4,"ynm","yes",,"","","","","","",0
8805,442,5,"ynm","yes",,"","","","","","",0
8806,442,6,"ynm","yes",,"","","","","","",0
8807,442,7,"ynm","maybe",,"","","","","","",0
8808,442,8,"ynm","yes",,"","","","","","",0
8809,442,9,"ynm","yes",,"","","","","","",0
8810,442,10,"ynm","maybe",,"","","","","","",0
8811,442,11,"ynm","yes",,"","","","","","",0
8812,442,12,"ynm","yes",,"","","","","","",0
8813,442,13,"ynm","yes",,"","","","","","",0
8814,442,14,"ynm","no",,"","","","","","",0
8815,442,15,"ynm","yes",,"","","","","","",0
8816,442,16,"ynm","yes",,"","","","","","",0
8817,442,17,"ynm","yes",,"","","","","","",0
8818,442,18,"ynm","yes",,"","","","","","",0
8819,442,19,"ynm","yes",,"","","","","","",0
8820,442,20,"ynm","",,"","","","","","",0
8821,443,1,"ynm","no",,"","","","","","",0
8822,443,2,"ynm","yes",,"","","","","","",0
8823,443,3,"ynm","yes",,"","","","","","",0
8824,443,4,"ynm","yes",,"","","","","","",0
8825,443,5,"ynm","yes",,"","","","","","",0
8826,443,6,"ynm","maybe",,"","","","","","",0
8827,443,7,"ynm","yes",,"","","","","","",0
8828,443,8,"ynm","no",,"","","","","","",0
8829,443,9,"ynm","yes",,"","","","","","",0
8830,443,10,"ynm","yes",,"","","","","","",0
8831,443,11,"ynm","yes",,"","","","","","",0
8832,443,12,"ynm","yes",,"","","","","","",0
8833,443,13,"ynm","yes",,"","","","","","",0
8834,443,14,"ynm","yes",,"","","","","","",0
8835,443,15,"ynm","yes",,"","","","","","",0
8836,443,16,"ynm","maybe",,"","","","","","",0
8837,443,17,"ynm","yes",,"","","","","","",0
8838,443,18,"ynm","yes",,"","","","","","",0
8839,443,19,"ynm","no",,"","","","","","",0
8840,443,20,"ynm","yes",,"","","","","","",0
8841,444,1,"ynm","yes",,"","","","","","",0
8842,444,2,"ynm","yes",,"","","","","","",0
8843,444,3,"ynm","maybe",,"","","","","","",0
8844,444,4,"ynm","yes",,"","","","","","",0
8845,444,5,"ynm","yes",,"","","","","","",0
8846,444,6,"ynm","maybe",,"","","","","","",0
8847,444,7,"ynm","no",,"","","","","","",0
8848,444,8,"ynm","no",,"","","","","","",0
8849,444,9,"ynm","yes",,"","","","","","",0
8850,444,10,"ynm","yes",,"","","","","","",0
8851,444,11,"ynm","no",,"","","","","","",0
8852,444,12,"ynm","maybe",,"","","","","","",0
8853,444,13,"ynm","yes",,"","","","","","",0
8854,444,14,"ynm","yes",,"","","","","","",0
8855,444,15,"ynm","yes",,"","","","","","",0
8856,444,16,"ynm","",,"","","","","","",0
8857,444,17,"ynm","",,"","","","","","",0
8858,444,18,"ynm","",,"","","","","","",0
8859,444,19,"ynm","",,"","","","","","",0
8860,444,20,"ynm","",,"","","","","","",0
8861,445,1,"ynm","yes",,"","","","","","",0
8862,445,2,"ynm","yes",,"","","","","","",0
8863,445,3,"ynm","yes",,"","","","","","",0
8864,445,4,"ynm","yes",,"","","","","","",0
8865,445,5,"ynm","yes",,"","","","","","",0
8866,445,6,"ynm","yes",,"","","","","","",0
8867,445,7,"ynm","yes",,"","","","","","",0
8868,445,8,"ynm","yes",,"","","","","","",0
8869,445,9,"ynm","yes",,"","","","","","",0
8870,445,10,"ynm","yes",,"","","","","","",0
8871,445,11,"ynm","yes",,"","","","","","",0
8872,445,12,"ynm","yes",,"","","","","","",0
8873,445,13,"ynm","yes",,"","","","","","",0
8874,445,14,"ynm","yes",,"","","","","","",0
8875,445,15,"ynm","yes",,"","","","","","",0
8876,445,16,"ynm","maybe",,"","","","","","",0
8877,445,17,"ynm","yes",,"","","","","","",0
8878,445,18,"ynm","yes",,"","","","","","",0
8879,445,19,"ynm","no",,"","","","","","",0
8880,445,20,"ynm","yes",,"","","","","","",0
8881,446,1,"ynm","maybe",,"","","","","","",0
8882,446,2,"ynm","no",,"","","","","","",0
8883,446,3,"ynm","no",,"","","","","","",0
8884,446,4,"ynm","maybe",,"","","","","","",0
8885,446,5,"ynm","maybe",,"","","","","","",0
8886,446,6,"ynm","maybe",,"","","","","","",0
8887,446,7,"ynm","maybe",,"","","","","","",0
8888,446,8,"ynm","no",,"","","","","","",0
8889,446,9,"ynm","no",,"","","","","","",0
8890,446,10,"ynm","maybe",,"","","","","","",0
8891,446,11,"ynm","maybe",,"","","","","","",0
8892,446,12,"ynm","no",,"","","","","","",0
8893,446,13,"ynm","no",,"","","","","","",0
8894,446,14,"ynm","no",,"","","","","","",0
8895,446,15,"ynm","maybe",,"","","","","","",0
8896,446,16,"ynm","yes",,"","","","","","",0
8897,446,17,"ynm","maybe",,"","","","","","",0
8898,446,18,"ynm","no",,"","","","","","",0
8899,446,19,"ynm","maybe",,"","","","","","",0
8900,446,20,"ynm","",,"","","","","","",0
8901,447,1,"ynm","maybe",,"","","","","","",0
8902,447,2,"ynm","yes",,"","","","","","",0
